ردیف,رسته,شماره جواز,مدیر واحد صنفی,تلفن 1,تلفن 2,نشانی
560,خرده فروشي سکه طلا,۰۴۱۶۷۲۲۲۱۳,خسرو رسول پناه,۶۶۷۰۵۸۷۰,,"آدرس:  خيابان  انقلاب  نرسيده  به  ميدان  فردوسي  ساختمان  حاج  رسول  پناه
پلاک  آبی:  ۸۰۶
کد  پستی:  ۱۱۳۱۹۶۳۴۳۹"
561,خرده فروشي سکه طلا,۰۴۱۵۰۷۷۲۳۹,امير طاهري فر,۶۶۳۴۰۲۵۶,,"آدرس:  خيابان  فردوسي  شمالي  چهارراه  کوشک  پاساژاردهالي
پلاک  آبی:  ۱۱۲
کد  پستی:  ۱۱۴۵۶۳۳۹۳۴"
562,خرده فروشي سکه طلا,۰۰۲۹۱۰۸۹۷۶,سيدمنعم علوي تهراني,۶۶۷۵۰۸۸۹,,"آدرس:  خيابان  فردوسي  پائين  ترازچهارراه  استانبول
پلاک  آبی:  ۱۶۲
کد  پستی:  ۱۱۳۵۹۳۷۵۴۵"
563,خرده فروشي سکه طلا,۰۴۱۴۸۱۰۱۸۱,شهرام اسحاقي,۳۳۹۱۸۹۷۰,,"آدرس:  خيابان  ۱۵  خرداد  روبروي  مسجد  امام  پاساژ  کوثر
پلاک  آبی:  ۵۴۹/۱۷
کد  پستی:  ۱۱۱۶۹۵۹۸۸۱"
564,خرده فروشي سکه طلا,۰۴۶۷۷۱۷۱۳۲,علي اميني,۴۴۲۴۵۴۳۹,,"آدرس:  ستارخان  بين  فلکه  اول  ودوم  صادقيه  روبروي  نمايندگي  سامسونگ
پلاک  آبی:  ۱۱۸۰
کد  پستی:  ۱۴۵۱۷۹۳۴۵۳"
565,خرده فروشي سکه طلا,۰۴۱۵۰۷۸۲۴۶,عليرضا پيربک,۳۳۹۱۹۸۱۶,,"آدرس:  خيابان  ۱۵  خرداد  روبروي  مسجد  امام  پاساژ  کوثر
پلاک  آبی:  ۲۲
کد  پستی:  ۱۱۱۶۹۵۹۸۸۱"
566,خرده فروشي سکه طلا,۰۳۸۶۶۲۳۲۳۴,محمد ثابتي,۶۶۳۴۰۰۹۱,,"آدرس:  تهران  خيابان  فردوسي  شمالي  نبش  کوشک  پاساژ  اردهالي
پلاک  آبی:  ۴۲۷
کد  پستی:  ۱۱۴۵۶۳۳۹۱۳"
567,خرده فروشي سکه طلا,۰۴۶۷۸۷۳۵۴۳,محمد رضائي,۷۷۷۳۵۹۶۶,,"آدرس:  تهرانپارس  فلکه  اول  خيابان  ۱۴۸  شرقي  خيابان  حجربن  عدي
پلاک  آبی:  ۵۳
کد  پستی:  ۱۶۵۴۶۴۳۱۱۳"
568,خرده فروشي سکه طلا,۰۴۶۷۳۴۰۰۱۱,علي مهديخاني,۰۹۱۲۱۲۳۰۸۱۳,,"آدرس:  خيابان  جمهوري  نرسيده  به  چهار  راه  استانبول  پاساژمعتمد
پلاک  آبی:  ۴۲۲
کد  پستی:  ۱۱۳۵۹۳۶۶۶۸"
569,خرده فروشي سکه طلا,۰۴۶۷۴۲۹۰۰۴,مهدي کيادليري,۸۸۰۸۱۸۲۸,,"آدرس:  شهرک  قدس  بلواردادمان  خيابان  درختي  پاساژ  سپهر
پلاک  آبی:  ۱۵
کد  پستی:  ۱۴۶۸۸۱۳۳۷۴"
570,خرده فروشي سکه طلا,۰۴۶۷۵۴۴۳۷۳,ناصر نادري,۲۲۳۸۰۶۶۳,,"آدرس:  سعادت  آباد  ميدان  کاج  پاساژابريشم
پلاک  آبی:  ۵
کد  پستی:  ۱۹۹۸۶۱۴۱۱۶"
571,خرده فروشي سکه طلا,۰۴۶۶۹۳۶۶۳۵,سيدمحمد ميرسعيدقاضي,۸۸۲۲۶۹۳۶,,"آدرس:  خيابان  ولي  عصر  تقاطع  طالقاني  مجتمع  نور  تهران
پلاک  آبی:  ۱۵۷۴
کد  پستی:  ۱۴۱۶۷۹۸۷۹۸"
572,خرده فروشي سکه طلا,۰۴۶۷۰۱۹۵۸۹,محمدرضا مشهدي غلامحسين محمدي,۲۲۸۵۰۴۳۴,,"آدرس:  خ  دکتر  شريعتي  بين  ميرداماد  وظفر  بالاترازپمپ  بنزين  داووديه
پلاک  آبی:  ۱۲۸۷
کد  پستی:  ۱۹۴۸۶۳۳۸۱۳"
573,خرده فروشي سکه طلا,۰۳۳۵۳۳۶۰۱۱,حميد قاره,۶۶۷۲۹۸۷۷,,"آدرس:  خيابان  فردوسي  روبروي  سفارت  ترکيه
پلاک  آبی:  ۱۵۴
کد  پستی:  ۱۱۳۵۹۳۷۵۵۱"
574,خرده فروشي سکه طلا,۰۴۶۷۲۲۷۸۹۱,عباس جوانيان,۶۶۷۱۶۷۹۲,,"آدرس:  خيابان  جمهوري  اسلامي  بعداز  خيابان  سي  تير  ساختمان  ۴۴۳
پلاک  آبی:  ۵۴۸
کد  پستی:  ۱۱۳۵۸۵۳۷۴۸"
575,خرده فروشي سکه طلا,۰۴۰۱۱۶۷۶۵۱,محمدرضا گردش ميداني,۶۶۷۵۵۲۸۲,,"آدرس:  خيابان  جمهوري  اسلامي  چهارراه  استانبول  پاساژ  گلشن
پلاک  آبی:  ۴۱۴
کد  پستی:  ۱۱۳۵۹۳۶۹۵۳"
576,خرده فروشي سکه طلا,۰۴۴۵۷۴۱۸۷۱,اشکان محسني,۶۶۹۰۷۰۰۲,,"آدرس:  خيابان  جمهوري  اسلامي  بين  چهارراه  پيروز  و  جمالزاده
پلاک  آبی:  ۱۱۹۳
کد  پستی:  ۱۳۱۳۸۱۷۴۳۸"
577,خرده فروشي سکه طلا,۰۴۶۷۸۰۱۸۸۰,اسماعيل شفاعتي,۶۶۷۶۳۱۹۰,,"آدرس:  ضلع  جنوب  غربي  ميدان  فردوسي  جنب  بانک  رفاه  مرکز  خريد  فردوسي
پلاک  آبی:  ۷۹۲
کد  پستی:  ۱۱۳۱۹۶۳۷۷۲"
578,خرده فروشي سکه طلا,۰۴۶۷۹۷۱۲۰۳,پوريا عسگري,۷۷۴۸۲۰۱۰,,"آدرس:  تهران  نو  خيابان  دماوند  خيابان  بلال  حبشي  نبش  کوچه  مولوي
پلاک  آبی:  ۲۳۴
کد  پستی:  ۱۷۴۴۷۳۳۵۶۳"
579,خرده فروشي سکه طلا,۰۴۱۴۵۶۲۰۰۳,اميرحسين قاسمي شهرياري,۶۶۸۳۵۴۰۵,,"آدرس:  خيابان  رودکي  بالاتر  از  هاشمي  پاساژالماس  طبقه  زيرين
پلاک  آبی:  ۵
کد  پستی:  ۱۳۴۶۶۶۵۴۱۹"
580,خرده فروشي سکه طلا,۰۴۶۷۵۸۴۱۲۹,آرزو رحيمي نيا,۴۶۱۰۶۸۰۰,,"آدرس:  شهرک  گلستان  بلوار  اميرکبيرپاساژطلابرليان
پلاک  آبی:  ۱۲۵
کد  پستی:  ۱۴۹۴۸۱۴۷۵۴"
581,خرده فروشي سکه طلا,۰۴۶۶۹۱۱۴۴۳,حسين هفت لنگي,۲۲۸۸۱۶۲۳,,"آدرس:  خيابان  شريعتي  بالاتر  از  سيد  خندان
پلاک  آبی:  ۹۸۶
کد  پستی:  ۱۵۴۱۹۹۶۵۱۵"
582,خرده فروشي سکه طلا,۰۴۶۷۰۸۶۱۴۹,سامان بياتاني,۲۶۴۰۱۵۱۲,,"آدرس:  بلوار  ميرداماد  جنب  پمپ  بنزين  مجتمع  تجاري  پاساژ  رز
پلاک  آبی:
کد  پستی:  ۱۹۱۹۹۹۳۴۹۴"
583,خرده فروشي سکه طلا,۰۴۶۷۳۳۸۳۱۷,سيدمحمد حائري عراقي,۲۲۹۲۰۱۵۰,,"آدرس:  ميرداماد  مقابل  بانک  مرکزي  برج  رز
پلاک  آبی:
کد  پستی:  ۱۹۱۹۹۹۳۴۸۷"
584,خرده فروشي سکه طلا,۰۴۶۷۸۴۱۸۹۱,شهاب الدين جمشيدي,۳۳۰۰۹۳۵۶,,"آدرس:  ميدان  خراسان  بازار  بزرگ  رضا
پلاک  آبی:  ۱۱۶۲
کد  پستی:  ۱۷۹۴۶۱۷۴۰۰"
585,خرده فروشي سکه طلا,۰۴۶۷۵۷۹۶۸۳,شهرام  تشرفي,۸۸۹۴۳۸۳۵,۸۸۹۴۳۸۳۳,"آدرس:  خيابان  کريم  خان  زند  بين  ويلا  و  آبان  جنوبي
پلاک  آبی:  ۲۴۶
کد  پستی:  ۱۵۹۸۷۸۵۴۲۰"
586,خرده فروشي سکه طلا,۰۰۲۹۱۵۳۳۲۳,علي خائفي,۵۵۶۱۶۳۹۷,,"آدرس:  خيابان  ۱۵  خرداد  سبزه  ميدان  پاساژ  طلا  و  جواهر
پلاک  آبی:  -
کد  پستی:  ۱۱۶۱۷۸۳۳۷۶"
587,خرده فروشي سکه طلا,۰۴۶۷۹۹۳۸۶۴,عليرضا تمجيدي,۴۴۲۴۰۱۹۷,,"آدرس:  خيابان  ستارخان  فلکه  اول  صادقيه  مرکز  خريد  پرديس
پلاک  آبی:  ۵۵
کد  پستی:  ۱۴۵۱۷۹۵۹۴۸"
588,خرده فروشي سکه طلا,۰۴۶۷۹۵۳۱۹۷,سهراب پيريائي,۴۴۶۶۱۴۸۳,,"آدرس:  شهرک  اکباتان  فازيک  B1سوپر4
پلاک  آبی:
کد  پستی:  ۱۳۹۴۹۵۳۱۸۴"
589,خرده فروشي سکه طلا,۰۲۰۴۱۳۵۷۳۵,محمد زموده,۷۷۷۸۳۶۴۱,,"آدرس:  تهرانپارس  ميدان  رهبر  خيابان  چمران  پاساژ  گلشن
پلاک  آبی:  ۵۸
کد  پستی:  ۱۶۵۷۹۱۴۷۶۸"
590,خرده فروشي سکه طلا,۰۴۶۷۶۹۰۴۸۰,عليرضا درويش احمدي,۴۴۲۳۴۶۳۳,,"آدرس:  ستارخان  بين  فلکه  اول  و  دوم  نبش  بلوارشهداي  صادقيه  پاساژ  ولي  عصر
پلاک  آبی:  ۷۶۳
کد  پستی:  ۱۴۵۱۶۳۶۵۳۱"
591,خرده فروشي سکه طلا,۰۴۶۸۰۴۴۱۴۶,منصور معراجي,۸۸۸۲۸۷۱۸,,"آدرس:  خيابان  انقلاب  اسلامي  بعداز  ميدان  فردوسي  نبش  خيابان  موسوي
پلاک  آبی:  ۵۷۱
کد  پستی:  ۱۵۸۱۹۱۵۵۳۸"
592,خرده فروشي سکه طلا,۰۴۶۸۰۷۵۳۴۳,محمد ابريشمي,۸۶۰۳۸۸۵۶,,"آدرس:  کريم  خان  زند  نبش  حافظ  مجتمع  کريمخان  زند  ورودي  حافظ
پلاک  آبی:  ۲۸۰
کد  پستی:  ۱۵۹۸۷۳۷۸۰۰"
593,خرده فروشي سکه طلا,۱۱۱۴۹۴۶۸۶۵,محمدرضا شريف,۳۵۰۴۷۶۱۶,,"آدرس:  خيابان  ۱۵خرداد  کوچه  تکيه  دولت  پاساژتکيه  دولت
پلاک  آبی:  ۴۱
کد  پستی:  ۱۱۱۴۹۴۶۸۶۵"
594,خرده فروشي سکه طلا,۰۴۶۶۴۹۲۶۵۲,عليرضا نوروزي,۷۷۷۹۷۵۹۶,,"آدرس:  تهرانپارس  ميدان  رهبر  ۱۵  متري  چمران  پاساژ  گلشن  طبقه  زيرين
پلاک  آبی:  ۱۵
کد  پستی:  ۱۶۵۷۹۱۴۷۸۷"
595,خرده فروشي سکه طلا,۰۴۶۷۷۲۹۵۱۸,مهدي آزاد منجيري,۵۵۱۶۲۲۹۰,,"آدرس:  خيابان  ۱۵  خرداد  نبش  بازار  بزرگ
پلاک  آبی:  ۷۶۶
کد  پستی:  ۱۱۶۱۷۷۳۷۱۴"
596,خرده فروشي سکه طلا,۰۴۶۶۷۸۲۷۰۳,سيد روهام مهربان,۶۶۷۶۴۰۷۳,,"آدرس:  خيابان  جمهوري  نرسيده  به  چهارراه  استانبول  روبروي  بابي  ساندز  پاساژ  آرمان  طبقه  همکف
پلاک  آبی:  ۴۹۴
کد  پستی:  ۱۱۳۵۸۵۶۷۵۴"
597,خرده فروشي سکه طلا,۰۴۶۷۶۱۸۳۴۱,کورس اثباتي,۸۸۵۵۲۷۷۳,,"آدرس:  يوسف  آباد  خيابان  اسد  آبادي  بين  خيابان  ۱۳  و  ۱۵
پلاک  آبی:  ۱۱۳
کد  پستی:  ۱۴۳۳۶۷۳۱۱۵"
598,خرده فروشي سکه طلا,۰۴۶۷۸۶۴۹۸۲,هادي مهربان,۵۵۶۲۵۱۴۰,,"آدرس:  خيابان  پانزده  خرداد  بازار  صحافها  پاساژ  ايرانيان
پلاک  آبی:  ۴۶
کد  پستی:  ۱۱۶۱۷۶۶۰۴۶"
599,خرده فروشي سکه طلا,۰۴۶۷۰۵۱۱۸۵,اصغر روزبهاني,۴۴۰۳۵۱۷۵,,"آدرس:  اتوبان  شهيدستاري  نبش  پيامبر  پاساژ  کورش
پلاک  آبی:
کد  پستی:  ۱۴۷۳۶۱۱۳۶۲"
600,خرده فروشي سکه طلا,۰۴۶۶۹۶۵۳۴۴,آوات مرزنگ,۴۴۲۵۲۰۲۳,,"آدرس:  خيابان  ستارخان  بين  فلکه  اول  و  دوم  صادقيه  پاساژشبنم
پلاک  آبی:  ۱۱۴
کد  پستی:  ۱۴۵۱۷۹۳۸۳۵"
601,خرده فروشي سکه طلا,۰۴۶۶۸۴۷۶۶۸,جابر صفري علمداري,۳۳۹۱۸۸۹۳,,"آدرس:  خيابان  جمهوري  بعد  از  چهار  راه  استانبول  پاساژ  پروانه
پلاک  آبی:  ۳۷۲
کد  پستی:  ۱۱۴۴۶۴۴۶۳۹"
602,خرده فروشي سکه طلا,۰۴۶۷۰۰۳۵۵۵,افسانه بازاري دوز,۶۶۷۱۶۵۲۲,,"آدرس:  خيابان  فردوسي  شمالي  نبش  کوي  زماني
پلاک  آبی:  ۳۹۵
کد  پستی:  ۱۱۴۵۶۱۵۹۳۱"
603,خرده فروشي سکه طلا,۰۴۶۶۳۱۶۱۶۷,رضا فخارنيا,۲۲۵۷۳۱۵۷,,"آدرس:  خيابان  اختياريه  جنوبي  بالاتر  از  مسجد  صاحب  الزمان  (عج  )
پلاک  آبی:  ۱۷۴
کد  پستی:  ۱۹۵۹۸۸۵۷۵۹"
604,خرده فروشي سکه طلا,۰۴۶۷۹۹۰۱۱۷,خديجه اسکندري,,,"آدرس:  فردوسي  شمالي  بعد  از  چهارراه  تقوي  (کوشک)  پاساژ  تمدن
پلاک  آبی:  ۲۵۸
کد  پستی:  ۱۱۳۱۹۴۴۵۶۵"
605,خرده فروشي سکه طلا,۰۴۶۶۲۲۰۰۰۴,خليل يوسفيان,۲۲۰۸۰۹۸۹,,"آدرس:  سعادت  آباد  ميدان  کاج  مرکز  تجاري  ابريشم
پلاک  آبی:  ۵
کد  پستی:  ۱۹۹۸۶۱۴۱۱۳"
606,خرده فروشي سکه طلا,۰۴۱۴۳۷۲۸۶۳,عباس يوسف زاده,۸۸۸۰۲۵۶۸,۸۸۹۴۰۰۴۱,"آدرس:  خيابان  کريم  خان  زند  خيابان  عضدي  بن  بست  واعظي
پلاک  آبی:  ۱
کد  پستی:  ۱۵۹۸۷۸۳۹۴۹"
607,خرده فروشي سکه طلا,۰۴۶۸۰۷۲۱۷۷,عليرضا غلامي پويا,۵۵۷۱۵۶۰۴,,"آدرس:  امامزاده  حسن  خيابان  امين  الملک  بازارچه  پويا
پلاک  آبی:  ۲۹۷
کد  پستی:  ۱۳۵۸۸۱۴۱۱۵"
608,خرده فروشي سکه طلا,۰۴۶۷۸۴۷۵۹۱,عماد سعيدي,۸۶۰۳۸۰۰۵,,"آدرس:  خيابان  کريمخان  پاساژالماس  کريمخان
پلاک  آبی:  ۲۸۰
کد  پستی:  ۱۵۹۸۷۳۷۷۶۰"
609,خرده فروشي سکه طلا,۰۰۲۹۱۸۰۸۶۰,عباس مسعودي,۶۶۷۱۷۱۸۲,۶۱۳۸۰,"آدرس:  خيابان  فردوسي  جنوبي  نبش  چهارراه  استانبول
پلاک  آبی:  ۱۷۲
کد  پستی:  ۱۱۳۵۹۳۷۵۳۷"
610,خرده فروشي سکه طلا,۰۴۶۷۵۴۲۶۳۲,محمدرضا خانلري مقدم,۰۰۰۰۰۰۰۰۰,۶۱۳۸۰,"آدرس:  خيابان  جمهوري  نرسيده  به  چهارراه  استانبول  پاساژ  گلشن
پلاک  آبی:  ۴۱۴
کد  پستی:  ۱۳۵۵۹۳۶۹۷۱"
611,خرده فروشي سکه طلا,۰۴۶۷۵۱۱۵۷۶,مسعود گواربند,۳۶۳۴۸۳۷۴,۶۱۳۸۰,"آدرس:  خيابان  ۱۵  خرداد  کوچه  تکيه  دولت  پاساژ  تکيه  دولت
پلاک  آبی:  ۴۱
کد  پستی:  ۱۱۱۴۹۴۶۷۴۷"
612,خرده فروشي سکه طلا,۰۴۶۷۳۹۶۵۶۸,وحيد استيري,۸۸۹۰۱۵۲۸,,"آدرس:  خيابان  وليعصر  مقابل  خيابان  دکتر  فاطمي
پلاک  آبی:  ۱۹۰۷
کد  پستی:  ۱۵۹۵۶۱۳۳۱۴"
613,خرده فروشي سکه طلا,۰۴۶۷۸۰۱۱۶۶,سعيد طايفي نصرآبادي,۳۳۸۴۲۶۲۶,,"آدرس:  بيست  متري  افسريه  بين  ۱۵۶  متري  اول  و  دوم
پلاک  آبی:  ۴۴۶
کد  پستی:  ۱۷۸۴۷۷۳۹۱۱"
614,خرده فروشي سکه طلا,۰۴۱۰۸۶۲۴۳۴,محسن نعيمي بنفشه درق,۵۵۷۴۸۵۱۶,,"آدرس:  امامزاده  حسن  خيابان  امين  الملک  پاساژمهدي
پلاک  آبی:  ۳۴۳
کد  پستی:  ۱۳۵۸۸۱۴۶۳۵"
615,خرده فروشي سکه طلا,۰۴۶۷۸۵۳۳۷۹,هومن افتخاريان,۳۳۹۵۰۷۸۹,,"آدرس:  خيابان  جمهوري  چهارراه  استانبول  پاساژپروانه
پلاک  آبی:  ۳۷۲
کد  پستی:  ۱۱۴۴۶۴۵۱۴۶"
616,خرده فروشي سکه طلا,۰۴۶۶۵۹۲۶۵۷,سيدعباس شاوراني,۷۷۲۱۳۸۴۶,,"آدرس:  ميدان  نبوت  نبش  گلبرگ  شرقي  مرکز  خريد  گاندي  پلاک  ۵۰۱  زيرزمين  واحد  ۳
پلاک  آبی:  ۳
کد  پستی:  ۱۶۴۹۶۱۶۵۷۳"
617,خرده فروشي سکه طلا,۰۴۶۶۹۱۸۹۷۶,سيدحسن حسيني,۲۲۲۵۴۲۸۴,۲۲۲۶۸۵۷۲,"آدرس:  ميرداماد  بين  خيابان  شريعتي  وميدان  محسني  مرکز  خريد  ميرداماد
پلاک  آبی:
کد  پستی:  ۱۹۱۳۶۸۳۱۱۴"
618,خرده فروشي سکه طلا,۰۴۶۷۶۲۴۶۲۹,محمد معصومي زاده,۶۶۱۲۸۸۵۷,,"آدرس:  خيابان  رودکي  نبش  آذربايجان  پاساژ  روما
پلاک  آبی:  ۶۹۷
کد  پستی:  ۱۳۴۵۷۳۶۸۳۳"
619,خرده فروشي سکه طلا,۰۴۶۷۶۵۶۲۶۸,امير خادمان حاجي مرادي,۸۸۲۲۷۵۰۲,,"آدرس:  خيابان  ولي  عصر  تقاطع  طالقاني  مجتمع  نور  تهران
پلاک  آبی:  ۱۵۷۴
کد  پستی:  ۱۴۱۶۷۹۴۴۴۶"
620,خرده فروشي سکه طلا,۰۴۶۸۰۴۵۰۲۹,احمد قنبري,۸۸۷۸۳۹۵۲,۸۸۸۸۴۳۲۶,"آدرس:  خيابان  گاندي  بين  خيابان  ۱۸  و  ۲۰
پلاک  آبی:  ۱۱۴
کد  پستی:  ۱۵۱۷۹۵۴۵۱۹"
621,خرده فروشي سکه طلا,۰۴۶۶۲۹۰۸۷۲,بهزاد حاجي قاسمي,۸۶۰۳۴۸۹۵,,"آدرس:  خيابان  کريمخان  خيابان  شهيد  عضدي  کوچه  واعظي  پلاک  ۴  طبقه  اول  واحد  ۲جنوبي
پلاک  آبی:  ۴
کد  پستی:  ۱۵۹۸۷۸۳۵۱۱"
622,خرده فروشي سکه طلا,۰۴۶۷۷۳۲۵۸۶,حامد کشاورز,۴۶۱۲۴۱۱۲,,"آدرس:  جنت  آباد  جنوبي  نبش  کوچه  پنجم  پاساژ  الماس
پلاک  آبی:  ۶۹
کد  پستی:  ۱۴۷۳۹۴۳۰۷۵"
623,خرده فروشي سکه طلا,۰۲۰۴۱۴۹۲۲۹,اکبر صادقي,۳۳۹۹۲۴۲۱,,"آدرس:  خيابان  جمهوري  چهارراه  استانبول  پاساژ  پروانه
پلاک  آبی:  ۳۷۲
کد  پستی:  ۱۱۴۴۶۴۴۷۱۶"
624,خرده فروشي سکه طلا,۰۳۷۵۷۸۴۷۱۶,سهراب ملکي ورکي,۶۶۷۱۲۲۳۹,,"آدرس:  خيابان  فردوسي  شمالي  بالاتر  از  شرکت  فرش
پلاک  آبی:  ۳۸۳
کد  پستی:  ۱۱۴۵۶۱۵۹۱۴"
625,خرده فروشي سکه طلا,۰۴۶۷۷۷۷۴۳۹,سهراب ملکي,۷۷۸۸۰۹۸۵,,"آدرس:  تهرانپارس  بالاتر  از  فلکه  دوم  نبش  خيابان  ۱۸۲  غربي
پلاک  آبی:  ۲۷۶
کد  پستی:  ۱۶۵۳۸۹۹۳۱۸"
626,خرده فروشي سکه طلا,۰۴۶۷۱۰۱۶۰۵,غلامرضا جمهري,۲۲۲۲۸۳۹۹,۲۲۲۲۸۳۹۹,"آدرس:  ميرداماد  ميدان  محسني  خيابان  شهيد  شاه  نظري  مرکز  خريد  مادر
پلاک  آبی:  ۶
کد  پستی:  ۱۵۴۵۹۴۵۶۱۷"
627,خرده فروشي سکه طلا,۰۱۳۵۱۱۶۴۱۷,غلامرضا حيدري هوادرق,۷۷۹۲۷۷۰۷,,"آدرس:  ميدان  نبوت  بن  بست  امام  زمان  پاساژآريامن
پلاک  آبی:  ۱۸
کد  پستی:  ۱۶۴۹۹۶۴۶۵۵"
628,خرده فروشي سکه طلا,۰۴۶۸۰۵۸۲۷۴,مجيد جواهريان,۶۶۳۴۰۹۰۱,۴,"آدرس:  خيابان  فردوسي  شمالي  نرسيده  به  ميدان  فردوسي  مجتمع  تجارت  جهاني  فردوسي
پلاک  آبی:  ۴۷۹
کد  پستی:  ۱۱۴۵۶۸۳۷۲۷"
629,خرده فروشي سکه طلا,۰۴۶۷۰۸۱۶۶۹,فريده منصور خاکي,۶۶۰۰۹۸۴۹,,"آدرس:  خيابان  ستارخان  خيابان  شادمهر  جهارراه  نصرت
پلاک  آبی:  ۲۰۷
کد  پستی:  ۱۴۵۶۷۵۵۱۵۱"
630,خرده فروشي سکه طلا,۰۱۳۵۱۰۷۱۹۳,محمدتقي نام آور,۵۵۵۹۸۳۷۰,,"آدرس:  خيابان  ۱۵خرداد  زيرزمين  سبزه  ميدان
پلاک  آبی:
کد  پستی:  ۱۱۶۱۷۸۳۱۴۵"
631,خرده فروشي سکه طلا,۰۴۶۷۹۵۶۸۲۷,محمدجواد نجيبي ربيعي,۳۳۹۰۹۹۱۴,,"آدرس:  خيابان  ۱۵  خرداد  روبروي  مسجد  امام  خميني  پاساژ  کوثر
پلاک  آبی:  ۵۴۹
کد  پستی:  ۱۱۱۶۹۵۹۹۱۶"
632,خرده فروشي سکه طلا,۰۴۶۶۶۰۲۰۱۴,مهدي شهرابي فراهاني,۲۲۲۵۳۶۴۹,,"آدرس:  ميرداماد  بالاتر  از  ميدان  محسني  پاساژ  جواهر
پلاک  آبی:  ۷۹
کد  پستی:  ۱۹۱۱۹۱۳۹۶۸"
633,خرده فروشي سکه طلا,۰۴۶۷۵۴۴۳۷۳,ناصر نادري,۲۲۳۸۰۶۶۳,,"آدرس:  سعادت  آباد  ميدان  کاج  پاساژابريشم
پلاک  آبی:  ۵
کد  پستی:  ۱۹۹۸۶۱۴۱۱۶"
634,خرده فروشي سکه طلا,۰۴۶۶۹۳۶۶۳۵,سيدمحمد ميرسعيدقاضي,۸۸۲۲۶۹۳۶,,"آدرس:  خيابان  ولي  عصر  تقاطع  طالقاني  مجتمع  نور  تهران
پلاک  آبی:  ۱۵۷۴
کد  پستی:  ۱۴۱۶۷۹۸۷۹۸"
635,خرده فروشي سکه طلا,۰۴۶۷۰۱۹۵۸۹,محمدرضا مشهدي غلامحسين محمدي,۲۲۸۵۰۴۳۴,,"آدرس:  خ  دکتر  شريعتي  بين  ميرداماد  وظفر  بالاترازپمپ  بنزين  داووديه
پلاک  آبی:  ۱۲۸۷
کد  پستی:  ۱۹۴۸۶۳۳۸۱۳"
636,خرده فروشي سکه طلا,۰۳۳۵۳۳۶۰۱۱,حميد قاره,۶۶۷۲۹۸۷۷,,"آدرس:  خيابان  فردوسي  روبروي  سفارت  ترکيه
پلاک  آبی:  ۱۵۴
کد  پستی:  ۱۱۳۵۹۳۷۵۵۱"
637,خرده فروشي سکه طلا,۰۴۶۷۲۲۷۸۹۱,عباس جوانيان,۶۶۷۱۶۷۹۲,,"آدرس:  خيابان  جمهوري  اسلامي  بعداز  خيابان  سي  تير  ساختمان  ۴۴۳
پلاک  آبی:  ۵۴۸
کد  پستی:  ۱۱۳۵۸۵۳۷۴۸"
638,خرده فروشي سکه طلا,۰۴۰۱۱۶۷۶۵۱,محمدرضا گردش ميداني,۶۶۷۵۵۲۸۲,,"آدرس:  خيابان  جمهوري  اسلامي  چهارراه  استانبول  پاساژ  گلشن
پلاک  آبی:  ۴۱۴
کد  پستی:  ۱۱۳۵۹۳۶۹۵۳"
